ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Age Brackets,Purchased Bike
15580,Married,Male,60000,2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,38,Middle Age,Yes
15608,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,33,Middle Age,No
15612,Single,Male,30000,0,High School,Manual,No,1,1-2 Miles,Europe,28,Adolescent,No
15628,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,89,Old,No
15629,Single,Female,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,34,Middle Age,No
15657,Married,Male,30000,3,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,46,Middle Age,Yes
15665,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Middle Age,Yes
15682,Single,Female,80000,5,Bachelors,Management,Yes,2,Over 10 Miles,Europe,62,Old,No
15740,Married,Male,80000,5,Bachelors,Management,Yes,2,1-2 Miles,North America,64,Old,No
15749,Single,Female,70000,4,Bachelors,Management,Yes,2,Over 10 Miles,North America,61,Old,No
15752,Married,Male,80000,2,High School,Skilled Manual,No,2,1-2 Miles,Pacific,50,Middle Age,Yes
15758,Married,Male,130000,0,Graduate Degree,Management,Yes,0,5-10 Miles,Pacific,48,Middle Age,No
15799,Married,Female,90000,1,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,47,Middle Age,Yes
15814,Single,Female,40000,0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,30,Adolescent,No
15822,Married,Male,40000,2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,67,Old,No
15839,Single,Male,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,Middle Age,No
15862,Single,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Middle Age,Yes
15879,Married,Male,70000,5,Bachelors,Management,Yes,2,2-5 Miles,North America,61,Old,No
15895,Single,Female,60000,2,Bachelors,Management,Yes,0,Over 10 Miles,North America,58,Old,No
15922,Married,Male,150000,2,High School,Professional,Yes,4,0-1 Miles,Europe,48,Middle Age,No
15926,Single,Female,120000,3,High School,Professional,Yes,4,5-10 Miles,Europe,50,Middle Age,Yes
15940,Married,Male,100000,4,Partial College,Professional,Yes,4,0-1 Miles,North America,40,Middle Age,No
15982,Married,Male,110000,5,Partial College,Professional,Yes,4,2-5 Miles,North America,46,Middle Age,No
16007,Married,Female,90000,5,Bachelors,Management,Yes,2,1-2 Miles,North America,66,Old,Yes
16009,Single,Male,170000,1,Graduate Degree,Management,No,4,0-1 Miles,North America,66,Old,No
16020,Married,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Adolescent,Yes
16043,Single,Male,10000,1,Bachelors,Manual,Yes,0,0-1 Miles,Europe,48,Middle Age,No
16112,Single,Male,70000,4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Middle Age,Yes
16122,Married,Male,40000,4,High School,Skilled Manual,Yes,2,0-1 Miles,North America,44,Middle Age,Yes
16144,Married,Male,70000,1,Graduate Degree,Professional,Yes,1,0-1 Miles,North America,46,Middle Age,Yes
16145,Single,Female,70000,5,Graduate Degree,Professional,Yes,3,Over 10 Miles,North America,46,Middle Age,Yes
16151,Married,Female,60000,1,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Middle Age,Yes
16154,Married,Female,70000,5,Bachelors,Professional,Yes,2,2-5 Miles,North America,47,Middle Age,No
16163,Single,Male,60000,2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,38,Middle Age,Yes
16179,Single,Female,80000,5,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,38,Middle Age,No
16185,Single,Male,60000,4,Bachelors,Professional,Yes,3,Over 10 Miles,Pacific,41,Middle Age,No
16188,Single,Female,20000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,26,Adolescent,No
16200,Single,Female,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,35,Middle Age,No
16209,Single,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,Europe,36,Middle Age,No
16217,Single,Female,60000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,39,Middle Age,No
16245,Single,Female,80000,4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Middle Age,No
16247,Single,Female,60000,4,Graduate Degree,Skilled Manual,No,0,1-2 Miles,North America,47,Middle Age,No
16259,Single,Female,10000,4,Partial High School,Manual,Yes,2,0-1 Miles,Europe,40,Middle Age,Yes
16337,Married,Male,60000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,29,Adolescent,No
16377,Single,Female,80000,4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Middle Age,No
16390,Single,Male,30000,1,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Middle Age,Yes
16406,Married,Male,40000,0,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Middle Age,Yes
16410,Single,Female,10000,4,Partial High School,Manual,Yes,2,0-1 Miles,Europe,41,Middle Age,Yes
16438,Married,Female,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,30,Adolescent,No
16466,Single,Female,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,32,Middle Age,Yes
16468,Single,Male,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,30,Adolescent,No
16487,Single,Female,30000,3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,55,Middle Age,No
16489,Married,Male,30000,3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,55,Middle Age,No
16514,Single,Male,10000,0,Partial College,Manual,Yes,1,1-2 Miles,Pacific,26,Adolescent,Yes
16549,Single,Female,30000,3,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Middle Age,Yes
16559,Single,Female,10000,2,High School,Manual,Yes,0,0-1 Miles,Europe,36,Middle Age,Yes
16614,Married,Female,80000,0,Bachelors,Professional,Yes,3,Over 10 Miles,Pacific,32,Middle Age,No
16651,Married,Female,120000,2,Bachelors,Management,Yes,3,5-10 Miles,North America,62,Old,No
16675,Single,Female,160000,0,Graduate Degree,Management,No,3,0-1 Miles,Pacific,47,Middle Age,Yes
16713,Married,Male,40000,2,Bachelors,Management,Yes,1,0-1 Miles,Pacific,52,Middle Age,Yes
16725,Married,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,26,Adolescent,No
16751,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,Middle Age,Yes
16753,Single,Female,70000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,Middle Age,Yes
16773,Married,Male,60000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,Middle Age,No
16791,Single,Male,60000,5,Bachelors,Management,Yes,3,Over 10 Miles,North America,59,Old,Yes
16795,Married,Female,70000,4,Bachelors,Management,Yes,1,1-2 Miles,North America,59,Old,No
16813,Married,Male,60000,2,Partial College,Professional,Yes,2,Over 10 Miles,North America,55,Middle Age,No
16867,Single,Female,130000,1,Bachelors,Management,No,3,0-1 Miles,North America,45,Middle Age,Yes
16871,Married,Female,90000,2,High School,Professional,Yes,1,Over 10 Miles,North America,51,Middle Age,Yes
16890,Married,Male,60000,3,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Middle Age,Yes
16895,Married,Female,40000,3,Partial College,Professional,No,2,1-2 Miles,North America,54,Middle Age,Yes
16917,Married,Male,120000,1,Bachelors,Management,Yes,4,0-1 Miles,North America,38,Middle Age,No
17000,Single,Female,70000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,43,Middle Age,Yes
17012,Married,Female,60000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,42,Middle Age,Yes
17025,Single,Male,50000,0,Partial College,Skilled Manual,No,1,2-5 Miles,North America,39,Middle Age,Yes
17048,Single,Female,90000,1,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,36,Middle Age,Yes
17185,Married,Female,170000,4,Partial College,Professional,No,3,5-10 Miles,Europe,48,Middle Age,Yes
17191,Single,Male,130000,3,Partial College,Professional,No,3,0-1 Miles,Europe,51,Middle Age,Yes
17197,Single,Female,90000,5,Partial College,Professional,Yes,2,Over 10 Miles,Europe,62,Old,No
17203,Married,Female,130000,4,Partial College,Professional,Yes,4,5-10 Miles,Europe,61,Old,Yes
17230,Married,Male,80000,0,Bachelors,Professional,Yes,3,Over 10 Miles,Pacific,30,Adolescent,No
17238,Single,Male,80000,0,Bachelors,Professional,Yes,3,Over 10 Miles,Pacific,32,Middle Age,No
17260,Married,Male,90000,5,Partial College,Professional,Yes,3,0-1 Miles,North America,41,Middle Age,No
17269,Single,Male,60000,3,Bachelors,Professional,No,0,0-1 Miles,North America,47,Middle Age,Yes
17310,Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,Pacific,45,Middle Age,Yes
17319,Single,Female,70000,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,42,Middle Age,No
17324,Married,Female,100000,4,Bachelors,Professional,Yes,1,Over 10 Miles,Pacific,46,Middle Age,No
17337,Single,Male,40000,0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,Middle Age,No
17352,Married,Male,50000,2,Graduate Degree,Management,Yes,1,5-10 Miles,Pacific,64,Old,Yes
17369,Single,Male,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Adolescent,No
17436,Married,Male,60000,2,High School,Professional,No,2,1-2 Miles,North America,51,Middle Age,No
17450,Married,Male,80000,5,Partial College,Professional,Yes,3,5-10 Miles,North America,45,Middle Age,No
17458,Single,Male,70000,3,High School,Professional,Yes,0,5-10 Miles,North America,52,Middle Age,Yes
17462,Married,Male,70000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Middle Age,Yes
17471,Single,Female,80000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,67,Old,No
17482,Single,Female,40000,0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,29,Adolescent,No
17504,Single,Female,80000,2,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,52,Middle Age,Yes
17519,Married,Female,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,Middle Age,No
17522,Married,Male,120000,4,Bachelors,Management,Yes,1,2-5 Miles,Pacific,47,Middle Age,No
17531,Married,Male,60000,2,High School,Professional,No,2,5-10 Miles,North America,50,Middle Age,No
17533,Married,Male,40000,3,Partial College,Professional,No,2,5-10 Miles,North America,73,Old,Yes
17541,Married,Female,40000,4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,43,Middle Age,No
17546,Married,Female,70000,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,Middle Age,Yes
17650,Single,Female,40000,2,Partial College,Clerical,Yes,2,1-2 Miles,Europe,35,Middle Age,No
17654,Single,Female,40000,3,Partial College,Clerical,Yes,1,1-2 Miles,North America,30,Adolescent,Yes
17657,Married,Male,40000,4,Partial College,Clerical,No,0,0-1 Miles,North America,30,Adolescent,No
17668,Single,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,50,Middle Age,Yes
17699,Married,Male,60000,1,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,55,Middle Age,No
17702,Married,Male,10000,1,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,37,Middle Age,No
17703,Married,Female,10000,1,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,40,Middle Age,No
17754,Single,Female,30000,3,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,46,Middle Age,Yes
17793,Married,Female,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,Middle Age,Yes
17841,Single,Male,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,29,Adolescent,Yes
17843,Single,Female,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,32,Middle Age,No
17845,Single,Female,20000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,32,Middle Age,No
17848,Single,Male,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,31,Middle Age,Yes
17858,Married,Male,40000,4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,44,Middle Age,Yes
17864,Married,Female,60000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,46,Middle Age,Yes
17882,Married,Male,20000,1,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,Middle Age,No
17891,Married,Female,10000,2,Partial College,Manual,Yes,1,0-1 Miles,Europe,50,Middle Age,Yes
17894,Married,Female,20000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,50,Middle Age,Yes
17907,Married,Female,10000,0,Partial College,Manual,Yes,1,2-5 Miles,Pacific,27,Adolescent,No
17926,Single,Female,40000,0,Bachelors,Clerical,No,0,0-1 Miles,Pacific,28,Adolescent,Yes
17960,Married,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,35,Middle Age,Yes
17964,Married,Male,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Middle Age,Yes
17978,Married,Male,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Middle Age,Yes
17994,Single,Male,20000,2,High School,Manual,Yes,2,0-1 Miles,Europe,42,Middle Age,No
18012,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,Middle Age,No
18018,Single,Male,30000,3,Partial College,Clerical,Yes,0,0-1 Miles,Europe,43,Middle Age,No
18050,Married,Female,60000,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,Middle Age,Yes
18052,Married,Female,60000,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,Middle Age,Yes
18058,Single,Female,20000,3,High School,Skilled Manual,Yes,2,2-5 Miles,North America,78,Old,No
18066,Single,Male,70000,5,Bachelors,Management,Yes,3,Over 10 Miles,North America,60,Old,Yes
18069,Married,Male,70000,5,Bachelors,Management,Yes,4,Over 10 Miles,North America,60,Old,No
18105,Married,Female,60000,2,Partial College,Professional,Yes,1,Over 10 Miles,North America,55,Middle Age,No
18140,Married,Male,130000,3,Partial College,Professional,No,3,5-10 Miles,Europe,51,Middle Age,Yes
18144,Married,Female,80000,5,Bachelors,Management,Yes,2,2-5 Miles,Europe,61,Old,No
18145,Married,Male,80000,5,Bachelors,Management,No,2,2-5 Miles,Europe,62,Old,No
18151,Single,Male,80000,5,Partial College,Professional,No,2,Over 10 Miles,Europe,59,Old,No
18153,Married,Female,100000,2,Bachelors,Management,Yes,4,Over 10 Miles,Europe,59,Old,No
18160,Married,Male,130000,3,High School,Professional,Yes,4,5-10 Miles,Europe,51,Middle Age,Yes
18172,Married,Male,130000,4,High School,Professional,Yes,3,0-1 Miles,Europe,55,Middle Age,No
18253,Married,Female,80000,5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,40,Middle Age,No
18267,Married,Male,60000,3,Bachelors,Professional,Yes,2,5-10 Miles,Pacific,43,Middle Age,No
18283,Single,Female,100000,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,40,Middle Age,No
18294,Married,Female,90000,1,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,46,Middle Age,No
18299,Married,Male,70000,5,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,44,Middle Age,No
18322,Single,Male,30000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,26,Adolescent,No
18329,Single,Male,30000,0,Partial High School,Clerical,No,2,5-10 Miles,North America,27,Adolescent,No
18347,Single,Female,30000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,31,Middle Age,No
18363,Married,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Adolescent,Yes
18390,Married,Male,80000,5,Partial College,Professional,Yes,2,0-1 Miles,North America,44,Middle Age,No
18391,Single,Female,80000,5,Partial College,Professional,Yes,2,5-10 Miles,North America,44,Middle Age,No
18411,Married,Male,60000,2,High School,Professional,No,2,5-10 Miles,North America,51,Middle Age,No
18423,Single,Male,80000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,52,Middle Age,No
18435,Single,Female,70000,5,Graduate Degree,Management,Yes,2,Over 10 Miles,North America,67,Old,Yes
18484,Single,Male,80000,2,High School,Skilled Manual,No,2,1-2 Miles,Pacific,50,Middle Age,Yes
18491,Single,Female,70000,2,High School,Professional,Yes,2,5-10 Miles,Pacific,49,Middle Age,Yes
18494,Married,Male,110000,5,Bachelors,Management,Yes,4,2-5 Miles,Pacific,48,Middle Age,Yes
18504,Married,Male,70000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,49,Middle Age,No
18517,Married,Male,100000,3,Bachelors,Management,Yes,4,0-1 Miles,North America,41,Middle Age,No
18545,Married,Male,40000,4,High School,Professional,No,2,Over 10 Miles,North America,61,Old,Yes
18560,Married,Female,70000,2,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Middle Age,Yes
18572,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,39,Middle Age,No
18577,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,40,Middle Age,No
18580,Married,Female,60000,2,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,40,Middle Age,Yes
18594,Single,Female,80000,3,Bachelors,Skilled Manual,Yes,3,Over 10 Miles,North America,40,Middle Age,Yes
18607,Single,Female,60000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42,Middle Age,Yes
18613,Single,Male,70000,0,Bachelors,Professional,No,1,2-5 Miles,North America,37,Middle Age,Yes
18626,Single,Male,40000,2,Partial College,Clerical,Yes,0,1-2 Miles,Europe,33,Middle Age,Yes
18649,Single,Male,30000,1,High School,Clerical,Yes,2,1-2 Miles,North America,51,Middle Age,Yes
18674,Single,Female,80000,4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,48,Middle Age,No
18711,Single,Female,70000,5,Bachelors,Professional,Yes,4,Over 10 Miles,Pacific,39,Middle Age,No
18740,Married,Male,80000,5,Bachelors,Professional,No,1,0-1 Miles,Pacific,47,Middle Age,Yes
18752,Single,Female,40000,0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,Middle Age,No
18783,Single,Male,80000,0,Bachelors,Management,No,1,0-1 Miles,North America,38,Middle Age,Yes
18847,Married,Female,60000,2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,70,Old,No
18858,Single,Male,60000,2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Middle Age,Yes
18891,Married,Female,40000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,28,Adolescent,No
18910,Single,Male,30000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,30,Adolescent,No
18935,Married,Female,130000,0,Graduate Degree,Management,Yes,3,1-2 Miles,North America,40,Middle Age,No
18949,Single,Male,70000,0,Graduate Degree,Management,Yes,2,5-10 Miles,North America,74,Old,Yes
18952,Married,Female,100000,4,Bachelors,Management,Yes,4,0-1 Miles,North America,40,Middle Age,No
18976,Single,Male,40000,4,High School,Professional,Yes,2,Over 10 Miles,North America,62,Old,Yes
19002,Married,Female,60000,2,Partial College,Professional,Yes,1,2-5 Miles,North America,57,Old,Yes
19012,Married,Male,80000,3,Bachelors,Management,Yes,1,1-2 Miles,North America,56,Old,No
19057,Married,Female,120000,3,Bachelors,Management,No,2,Over 10 Miles,Europe,52,Middle Age,Yes
19066,Married,Male,130000,4,Partial College,Professional,No,3,Over 10 Miles,Europe,54,Middle Age,No
19117,Single,Female,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle Age,Yes
19133,Single,Male,50000,2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Middle Age,Yes
19143,Single,Female,80000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Middle Age,Yes
19147,Married,Male,40000,0,Bachelors,Professional,No,1,0-1 Miles,North America,42,Middle Age,No
19163,Married,Female,70000,4,Bachelors,Professional,Yes,2,0-1 Miles,North America,43,Middle Age,Yes
19164,Single,Female,70000,0,Bachelors,Professional,No,1,2-5 Miles,North America,38,Middle Age,Yes
19174,Single,Female,30000,0,High School,Manual,No,1,2-5 Miles,Europe,32,Middle Age,Yes
19183,Single,Male,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,35,Middle Age,No
19193,Single,Male,40000,2,Partial College,Clerical,Yes,0,1-2 Miles,Europe,35,Middle Age,Yes
19217,Married,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,49,Middle Age,No
19223,Married,Female,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,48,Middle Age,No
19228,Married,Female,40000,2,Partial College,Clerical,Yes,1,0-1 Miles,North America,48,Middle Age,No
19235,Married,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,34,Middle Age,No
19255,Single,Male,10000,2,Partial College,Manual,Yes,1,0-1 Miles,Europe,51,Middle Age,Yes
19273,Married,Female,20000,2,Partial College,Manual,Yes,0,0-1 Miles,Europe,63,Old,No
19280,Married,Male,120000,2,Partial College,Manual,Yes,1,0-1 Miles,Europe,40,Middle Age,Yes
19291,Single,Female,10000,2,High School,Manual,Yes,0,0-1 Miles,Europe,35,Middle Age,No
19299,Married,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,Europe,36,Middle Age,Yes
19305,Single,Female,10000,2,High School,Manual,Yes,1,0-1 Miles,Europe,38,Middle Age,Yes
19331,Single,Male,20000,2,High School,Manual,Yes,1,0-1 Miles,Europe,40,Middle Age,No
19364,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,43,Middle Age,Yes
19389,Single,Male,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,28,Adolescent,No
19399,Single,Male,40000,0,Bachelors,Professional,No,1,2-5 Miles,North America,45,Middle Age,No
19413,Single,Male,60000,3,Bachelors,Professional,No,1,0-1 Miles,North America,47,Middle Age,Yes
19441,Married,Male,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,25,Adolescent,Yes
19442,Single,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,Europe,37,Middle Age,Yes
19445,Married,Female,10000,2,High School,Manual,No,1,0-1 Miles,Europe,38,Middle Age,No
19461,Single,Female,10000,4,Partial High School,Manual,Yes,2,0-1 Miles,Europe,40,Middle Age,No
19475,Married,Female,40000,0,Bachelors,Professional,No,0,0-1 Miles,Europe,40,Middle Age,Yes
19477,Married,Male,40000,0,Bachelors,Professional,Yes,0,0-1 Miles,Europe,40,Middle Age,Yes
19482,Married,Male,30000,1,Partial College,Clerical,Yes,1,0-1 Miles,Europe,44,Middle Age,Yes
19487,Married,Male,30000,2,Partial College,Clerical,No,2,0-1 Miles,Europe,42,Middle Age,No
19491,Single,Male,30000,2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,Middle Age,No
19508,Married,Male,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,30,Adolescent,No
19543,Married,Male,70000,5,Graduate Degree,Professional,No,3,Over 10 Miles,North America,47,Middle Age,No
19562,Single,Female,60000,2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,37,Middle Age,Yes
19608,Married,Male,80000,5,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,40,Middle Age,No
19618,Married,Male,70000,5,Partial College,Skilled Manual,Yes,2,0-1 Miles,Pacific,44,Middle Age,No
19626,Married,Male,70000,5,Partial College,Skilled Manual,Yes,3,5-10 Miles,Pacific,45,Middle Age,No
19634,Married,Male,40000,0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,Middle Age,No
19650,Married,Female,30000,2,Partial College,Clerical,No,2,0-1 Miles,Pacific,67,Old,No
19660,Married,Male,80000,4,Bachelors,Management,Yes,0,0-1 Miles,North America,43,Middle Age,No
19661,Single,Male,90000,4,Bachelors,Management,Yes,1,1-2 Miles,North America,38,Middle Age,Yes
19664,Single,Male,100000,3,Bachelors,Management,No,3,1-2 Miles,North America,38,Middle Age,No
19675,Married,Male,20000,4,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,60,Old,No
19731,Married,Male,80000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,68,Old,No
19741,Single,Female,80000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,65,Old,No
19747,Married,Male,50000,4,Bachelors,Management,Yes,2,Over 10 Miles,North America,63,Old,No
19748,Married,Male,20000,4,High School,Skilled Manual,No,2,1-2 Miles,Pacific,60,Old,No
19758,Single,Male,60000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,29,Adolescent,No
19784,Married,Female,80000,2,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,50,Middle Age,Yes
19812,Single,Female,70000,2,Partial College,Professional,Yes,0,5-10 Miles,North America,49,Middle Age,Yes
19856,Married,Female,60000,4,Bachelors,Management,Yes,2,2-5 Miles,North America,60,Old,No
19884,Married,Male,60000,2,High School,Professional,Yes,2,2-5 Miles,North America,55,Middle Age,Yes
19889,Single,Female,70000,2,Partial High School,Skilled Manual,No,2,2-5 Miles,North America,54,Middle Age,Yes
19914,Married,Male,80000,5,Bachelors,Management,Yes,2,2-5 Miles,Europe,62,Old,No
20000,Married,Male,60000,1,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Middle Age,Yes
20053,Single,Male,40000,2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,34,Middle Age,No
20060,Single,Female,30000,0,High School,Manual,No,1,2-5 Miles,Europe,34,Middle Age,Yes
20076,Single,Female,10000,2,High School,Manual,Yes,2,1-2 Miles,North America,53,Middle Age,Yes
20084,Married,Male,20000,2,High School,Manual,No,2,0-1 Miles,North America,53,Middle Age,No
20147,Married,Female,30000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,65,Old,No
20171,Married,Female,20000,2,Partial College,Manual,Yes,1,0-1 Miles,Europe,46,Middle Age,Yes
20196,Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,Middle Age,Yes
20228,Married,Male,100000,0,Graduate Degree,Management,Yes,0,2-5 Miles,Pacific,40,Middle Age,Yes
20236,Single,Male,60000,3,Bachelors,Professional,No,2,0-1 Miles,Pacific,43,Middle Age,Yes
20277,Married,Female,30000,2,Partial College,Clerical,No,2,0-1 Miles,Pacific,69,Old,No
20296,Single,Female,60000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,33,Middle Age,Yes
20310,Single,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Adolescent,Yes
20339,Married,Female,130000,1,Bachelors,Management,Yes,4,2-5 Miles,North America,44,Middle Age,Yes
20343,Married,Female,90000,4,Partial College,Professional,Yes,1,1-2 Miles,North America,45,Middle Age,No
20361,Married,Male,50000,2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,69,Old,No
20370,Married,Male,70000,3,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Middle Age,No
20376,Single,Female,70000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,52,Middle Age,Yes
20380,Married,Female,60000,3,Graduate Degree,Management,Yes,2,Over 10 Miles,North America,69,Old,No
20401,Married,Female,50000,4,Bachelors,Management,Yes,2,1-2 Miles,North America,64,Old,Yes
20414,Married,Female,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,29,Adolescent,No
20417,Married,Male,30000,3,Partial College,Clerical,No,2,5-10 Miles,Pacific,56,Old,No
